AU,worked_at_home,did_not_go_to_work_today,drove_private_car_truck_van,drove_company_car_truck_van,passenger_car_truck_van,bus,train,motorcycle_powercycle,bicycle,walked_jogged,other,total_stated,total_went_to_work,not_elsewhere_included,total
538721,6,15,63,24,..C,..C,..C,..C,9,..C,..C,129,108,..C,129
538722,12,21,96,15,9,..C,..C,..C,9,9,..C,171,138,18,189
538731,15,42,141,39,15,6,..C,..C,15,9,..C,288,228,..C,288
538732,111,189,921,279,75,9,..C,9,81,33,12,1716,1419,30,1749
538741,69,159,747,141,60,21,..C,12,36,33,9,1281,1053,60,1344
538742,30,147,459,108,39,18,..C,..C,21,18,6,855,675,42,897
538811,216,111,702,243,36,..C,..C,36,9,9,..C,1365,1035,42,1404
538812,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
538820,135,120,615,174,36,..C,..C,12,9,27,9,1140,885,45,1182
538831,..C,..C,51,9,9,..C,..C,..C,..C,15,..C,93,87,21,114
538832,159,75,336,108,18,..C,..C,27,6,12,..C,753,516,39,789
538841,219,60,183,63,6,..C,..C,93,..C,30,12,666,387,42,711
538842,33,33,75,12,6,..C,..C,12,..C,24,..C,198,132,15,210
538850,258,87,318,108,15,..C,..C,78,..C,9,6,882,534,48,930
538861,18,9,30,9,..C,..C,..C,9,..C,..C,..C,81,54,..C,84
538863,90,33,165,63,6,..C,..C,..C,..C,..C,..C,372,249,15,387
538864,15,33,132,45,9,..C,..C,..C,..C,15,..C,252,204,21,273
539000,..C,36,207,36,36,12,..C,..C,15,18,..C,366,327,27,390
539100,36,108,624,117,96,36,..C,12,30,42,..C,1107,960,81,1188
539200,36,78,432,84,39,9,..C,..C,24,33,..C,747,633,39,783
539310,15,78,372,90,45,18,..C,9,12,18,..C,660,567,54,717
539320,42,156,723,174,51,18,..C,9,27,6,..C,1212,1014,36,1248
539400,33,99,489,117,57,18,..C,..C,33,45,6,897,765,48,939
539500,42,93,501,117,45,15,..C,..C,15,15,..C,855,720,30,888
539600,15,36,186,27,42,21,..C,..C,12,21,..C,360,312,63,423
539700,21,72,285,57,27,6,..C,..C,21,36,..C,528,432,33,558
539800,39,84,444,132,39,6,..C,..C,12,12,..C,774,651,18,792
539900,24,75,348,63,39,12,..C,9,21,27,..C,618,519,30,651
540000,108,219,1107,348,90,24,..C,12,57,51,12,2025,1701,48,2073
540100,48,81,474,120,36,9,..C,6,18,12,6,810,681,33,846
540200,30,48,336,57,66,21,..C,..C,18,39,..C,615,537,33,651
540300,..C,9,51,9,..C,..C,..C,..C,..C,12,..C,90,75,6,96
540410,45,39,150,33,15,15,..C,..C,12,120,..C,438,354,33,471
540420,60,90,267,57,36,18,..C,..C,21,123,9,684,531,45,726
540510,84,117,462,93,42,9,..C,6,27,78,..C,927,726,45,972
540520,36,87,387,78,51,..C,..C,..C,33,69,..C,750,627,36,786
540600,39,69,243,48,36,18,..C,..C,27,42,..C,525,417,60,582
540700,9,12,33,..C,9,..C,..C,..C,..C,9,..C,84,63,9,93
540900,12,27,99,33,21,..C,..C,..C,..C,18,..C,213,174,30,246
541000,69,165,498,132,78,..C,..C,..C,39,132,9,1125,888,69,1194
541311,105,96,345,150,12,..C,..C,6,..C,12,..C,744,543,15,759
541312,9,36,105,27,12,..C,..C,..C,..C,21,..C,219,174,24,243
541313,33,24,111,45,6,..C,..C,..C,..C,..C,..C,225,168,..C,225
541315,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
541316,18,30,84,39,..C,..C,..C,..C,..C,..C,..C,180,135,9,186
541317,24,63,156,66,18,..C,..C,..C,..C,9,..C,339,252,9,345
541318,..C,..C,30,..C,..C,..C,..C,..C,..C,..C,..C,45,36,..C,45
541319,39,78,378,132,33,..C,..C,..C,15,21,6,702,585,18,717
541320,219,69,198,63,9,..C,..C,147,..C,24,9,747,456,36,780
541333,24,36,138,48,..C,..C,..C,..C,..C,..C,..C,252,195,..C,255
541334,27,15,51,15,..C,..C,..C,24,..C,6,..C,144,99,..C,150
541335,234,147,513,213,21,..C,..C,39,6,..C,..C,1185,804,48,1236
541342,6,..C,18,27,..C,..C,..C,18,..C,..C,..C,78,66,6,84
541344,39,33,186,45,12,..C,..C,15,..C,..C,..C,336,267,15,351
541345,12,24,60,24,9,..C,..C,..C,..C,..C,..C,129,96,9,135
541346,18,15,60,21,9,..C,..C,..C,..C,21,..C,150,117,39,192
541347,6,21,63,21,..C,..C,..C,..C,..C,..C,..C,120,90,..C,123
541348,9,9,39,9,..C,..C,..C,..C,..C,..C,..C,72,54,..C,75
541501,9,6,12,..C,..C,..C,..C,..C,..C,..C,..C,27,15,6,33
541502,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
541503,6,..C,6,..C,..C,..C,..C,12,..C,..C,..C,36,27,..C,39
541710,42,90,396,102,51,..C,..C,..C,9,39,..C,738,606,24,762
541720,120,219,729,192,93,..C,..C,12,36,213,9,1626,1284,84,1707
541730,81,219,939,213,108,..C,..C,9,45,111,6,1740,1440,96,1836
541740,123,204,885,249,66,..C,..C,18,36,78,..C,1668,1341,66,1734
541750,99,117,504,144,39,..C,..C,9,18,21,9,954,741,36,990
541760,54,120,543,168,54,..C,..C,..C,21,18,6,993,816,30,1020
541900,111,171,792,195,51,12,..C,12,24,27,6,1392,1113,36,1428
542000,15,27,135,18,12,..C,..C,..C,..C,12,..C,228,186,15,243
542100,9,15,111,15,15,..C,..C,..C,..C,12,..C,183,162,24,210
542200,27,75,366,66,30,..C,..C,..C,15,45,..C,633,528,36,669
542300,..C,9,66,9,18,..C,..C,..C,..C,15,..C,123,111,18,141
542410,78,147,558,138,54,..C,..C,9,45,147,6,1182,960,48,1230
542421,24,51,285,75,12,..C,..C,6,18,..C,6,483,408,9,495
542422,63,135,621,135,66,..C,..C,6,60,42,..C,1137,939,60,1197
542430,54,144,495,108,54,..C,..C,..C,66,111,..C,1035,837,54,1092
542440,120,210,855,219,84,..C,..C,12,54,90,6,1650,1320,63,1716
542511,12,24,111,18,12,..C,..C,..C,6,6,..C,189,153,9,195
542513,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
542514,..C,..C,30,9,..C,..C,..C,..C,..C,..C,..C,54,45,..C,54
542520,30,36,120,30,12,..C,..C,..C,..C,9,..C,246,177,15,258
542530,465,177,807,204,48,..C,..C,99,12,42,18,1875,1233,102,1977
542540,111,69,378,66,30,..C,..C,12,..C,12,..C,684,507,48,732
542550,159,45,144,54,15,..C,..C,45,..C,27,..C,495,291,48,540
542561,36,15,60,9,9,..C,..C,21,..C,9,..C,162,114,21,183
542562,144,75,363,90,33,..C,..C,39,..C,24,..C,774,555,69,843
542600,66,207,975,141,93,..C,..C,12,45,102,6,1647,1377,120,1767
542700,27,36,156,39,45,..C,..C,..C,..C,42,..C,348,285,48,393
542800,57,120,612,150,96,..C,..C,6,21,87,12,1161,984,126,1287
542901,21,24,63,15,12,..C,..C,..C,..C,12,..C,150,102,18,165
542903,78,36,153,33,21,..C,..C,..C,..C,21,..C,357,243,39,399
542904,24,9,33,6,..C,..C,..C,..C,..C,9,..C,84,54,6,90
542905,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
542906,264,105,522,135,27,..C,..C,51,12,33,6,1155,786,75,1233
543301,120,63,297,93,30,..C,..C,30,..C,39,..C,687,504,84,771
543302,21,21,63,33,24,..C,..C,..C,..C,27,..C,189,150,18,207
543303,12,15,54,24,6,..C,..C,..C,..C,9,..C,123,96,9,129
543601,219,69,225,60,21,..C,..C,54,..C,24,18,696,405,51,747
543602,9,12,84,6,18,..C,..C,..C,..C,18,..C,153,132,6,159
543800,12,18,96,15,9,..C,..C,..C,..C,..C,..C,156,126,6,162
543901,75,54,291,108,21,..C,..C,..C,12,15,..C,588,459,27,612
543902,33,24,150,57,9,..C,..C,..C,6,..C,..C,288,231,12,297
543903,75,96,528,135,18,..C,..C,6,39,15,6,921,747,15,933
544001,210,81,375,141,18,..C,..C,27,..C,24,12,897,606,57,957
544002,288,96,411,120,15,..C,..C,54,9,24,15,1035,654,54,1092
544003,45,18,141,30,12,..C,..C,..C,..C,..C,..C,252,189,12,264
544004,24,18,108,30,24,..C,..C,..C,..C,27,..C,234,192,15,249
544200,63,174,1008,204,117,..C,..C,12,51,66,12,1710,1473,72,1782
544300,84,174,816,210,123,9,..C,12,84,75,9,1596,1341,84,1683
544400,21,96,453,72,96,..C,..C,9,36,54,..C,840,726,60,900
544500,120,195,936,267,51,..C,..C,12,87,102,18,1788,1470,48,1836
544600,90,111,624,144,78,..C,..C,9,54,135,12,1266,1065,66,1332
544701,45,75,465,99,36,..C,..C,9,30,36,..C,807,684,42,843
544702,33,66,339,51,66,9,..C,..C,12,12,6,594,498,60,651
544801,42,102,429,81,81,..C,..C,6,30,60,9,840,696,54,894
544802,30,72,402,78,69,15,..C,..C,15,18,..C,702,600,54,756
544900,39,99,483,141,33,..C,..C,9,24,33,..C,864,726,33,894
545201,18,9,36,9,6,..C,..C,..C,..C,..C,..C,87,63,..C,93
545202,9,15,78,9,6,..C,..C,..C,..C,6,..C,126,99,9,135
545204,111,24,99,27,..C,..C,..C,33,..C,12,15,324,189,27,348
545205,24,15,42,12,6,..C,..C,27,..C,..C,..C,132,93,15,147
545206,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
545301,60,24,108,21,24,..C,..C,15,..C,9,..C,258,174,24,279
545302,33,27,180,24,21,..C,..C,..C,..C,..C,..C,297,237,24,324
545303,6,9,39,9,6,..C,..C,..C,..C,9,..C,81,66,12,93
545304,51,30,126,15,9,..C,..C,6,..C,..C,..C,246,165,21,264
545500,63,117,771,141,114,..C,..C,12,39,120,15,1395,1212,99,1491
545611,102,99,489,168,24,..C,..C,12,15,24,15,954,750,33,987
545621,99,102,549,192,21,..C,..C,..C,15,15,6,1008,807,18,1023
545631,126,72,438,189,21,..C,..C,9,18,15,..C,894,693,24,918
545632,9,21,84,21,..C,..C,..C,..C,..C,..C,..C,150,123,..C,153
545710,87,39,243,63,18,..C,..C,..C,15,21,..C,489,363,30,519
545721,75,51,351,123,15,..C,..C,..C,27,24,12,678,549,33,711
545722,45,42,195,45,12,..C,..C,..C,9,24,..C,381,291,21,402
545730,93,96,468,144,24,..C,..C,..C,30,15,..C,882,693,24,900
545740,135,108,666,156,27,..C,..C,..C,30,9,12,1149,906,36,1185
545750,60,30,165,45,9,..C,..C,..C,6,12,..C,333,243,12,342
545761,39,21,129,33,9,..C,..C,..C,9,6,..C,252,195,9,261
545762,81,63,246,93,15,..C,..C,..C,18,18,..C,537,390,18,555
545811,81,36,156,48,..C,..C,..C,9,..C,9,..C,348,234,24,372
545812,45,36,189,66,6,..C,..C,..C,9,..C,..C,357,276,9,363
545821,303,159,732,213,24,..C,..C,33,12,24,..C,1509,1047,36,1545
545822,24,12,72,15,6,..C,..C,..C,..C,..C,..C,141,102,12,153
545831,33,15,84,36,..C,..C,..C,..C,..C,..C,..C,183,135,..C,189
545832,66,21,150,45,9,..C,..C,..C,6,12,..C,315,228,12,327
545841,186,69,306,78,12,..C,..C,21,..C,18,..C,699,444,18,717
545842,45,36,195,54,18,..C,..C,..C,9,18,6,387,303,33,420
545851,189,69,336,75,18,..C,..C,9,6,9,9,720,459,30,750
545852,63,36,180,39,9,..C,..C,..C,..C,6,..C,336,240,12,348
545860,123,57,243,78,12,..C,..C,9,..C,12,..C,540,363,15,555
545911,102,21,87,36,9,..C,..C,27,..C,9,..C,300,177,21,321
545912,66,12,54,12,..C,..C,..C,39,..C,12,..C,195,120,12,207
545913,51,12,33,12,..C,..C,..C,12,..C,6,..C,126,63,9,135
546100,48,57,291,63,12,..C,..C,..C,15,21,..C,519,414,21,540
546200,36,54,234,54,..C,..C,..C,..C,18,27,..C,438,348,21,456
546300,27,63,315,69,18,..C,..C,6,24,36,..C,570,480,15,585
546400,18,9,81,12,9,..C,..C,..C,6,..C,..C,141,114,6,147
546500,57,144,813,168,90,18,..C,9,48,57,..C,1410,1209,81,1491
546600,93,216,1005,195,93,18,..C,15,69,90,18,1812,1500,87,1899
546700,30,93,450,54,108,9,..C,9,24,27,9,810,690,93,906
546801,114,156,750,186,51,9,..C,12,33,117,6,1437,1167,36,1473
546802,123,165,711,159,57,18,..C,9,33,147,12,1437,1149,42,1476
546901,81,117,495,123,54,12,..C,9,36,126,6,1059,861,48,1107
546902,51,135,552,126,48,..C,..C,6,30,84,6,1044,861,45,1089
547001,42,138,591,117,54,15,..C,12,42,21,9,1041,864,27,1071
547002,48,126,660,138,54,18,..C,9,51,30,..C,1140,969,42,1182
547100,147,360,1620,396,99,24,..C,27,81,78,9,2835,2331,69,2907
547200,93,279,1380,336,93,21,..C,21,63,93,18,2394,2028,63,2460
547300,129,312,1326,306,78,27,..C,18,57,84,12,2346,1908,54,2400
547400,78,180,900,177,84,21,..C,18,63,45,18,1581,1323,57,1638
547600,84,177,837,144,69,6,..C,9,93,81,6,1506,1248,69,1578
547700,63,123,630,114,60,12,..C,9,57,102,6,1173,990,48,1224
547800,54,129,570,162,36,..C,..C,15,48,75,9,1098,918,42,1143
547900,72,186,1026,189,90,9,..C,..C,75,66,15,1737,1476,114,1851
548000,63,186,954,183,87,9,..C,18,96,99,9,1710,1461,78,1788
548100,81,171,816,159,54,6,..C,18,60,63,12,1440,1188,48,1488
548200,66,126,612,93,63,..C,..C,9,45,153,..C,1170,981,87,1257
548300,60,204,1035,195,90,12,..C,24,99,93,12,1824,1557,81,1902
548400,..C,..C,15,..C,..C,..C,..C,..C,..C,..C,..C,24,21,..C,24
548500,24,51,258,39,39,..C,..C,6,27,42,..C,492,420,57,549
548611,30,87,468,48,108,..C,..C,..C,24,24,..C,801,684,108,909
548612,24,72,513,51,108,9,..C,9,24,33,..C,840,744,66,903
548620,36,114,678,81,114,12,..C,..C,42,30,..C,1116,969,81,1197
548810,33,48,309,72,30,..C,..C,..C,21,33,..C,552,471,33,588
548821,105,165,774,189,42,9,..C,9,60,54,..C,1410,1143,42,1452
548822,66,51,276,69,..C,..C,..C,..C,9,6,..C,489,375,9,501
548831,84,162,810,201,21,..C,..C,6,66,75,..C,1446,1194,39,1485
548832,132,162,831,186,39,9,..C,..C,39,48,9,1458,1164,36,1497
548833,72,51,285,63,6,..C,..C,..C,12,12,6,507,384,15,522
549000,12,15,138,12,12,..C,..C,..C,6,12,..C,207,180,9,219
549100,60,87,501,102,54,..C,..C,..C,6,33,6,861,717,27,888
549200,375,120,564,159,27,..C,..C,90,..C,51,12,1401,912,51,1455
549400,15,18,162,27,9,..C,..C,..C,..C,9,..C,255,219,..C,258
549500,87,153,945,222,96,..C,..C,9,21,129,..C,1665,1425,57,1725
549601,12,12,27,..C,9,..C,..C,..C,..C,6,..C,75,48,..C,75
549602,552,177,606,171,18,..C,..C,81,9,39,9,1659,933,63,1722
549800,477,150,762,180,45,..C,..C,111,9,45,12,1797,1167,87,1884
549901,114,27,54,21,..C,..C,..C,27,..C,9,6,261,117,27,288
549902,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
550101,48,84,513,96,60,..C,..C,..C,18,63,..C,888,756,27,915
550102,42,114,540,96,84,..C,..C,9,24,126,..C,1038,885,63,1104
550200,195,54,159,45,6,..C,..C,57,..C,21,..C,546,297,15,558
550500,42,66,282,42,18,..C,..C,..C,6,36,..C,498,387,27,528
550600,24,30,84,18,6,..C,..C,..C,..C,9,..C,171,120,9,186
550700,246,114,435,114,21,..C,..C,39,..C,36,9,1026,666,81,1107
550800,54,117,366,117,18,..C,..C,..C,6,27,..C,711,540,18,726
550901,105,264,1365,339,114,6,..C,18,87,75,24,2397,2031,72,2466
550902,12,18,51,6,..C,..C,..C,..C,..C,12,..C,111,81,6,117
551012,39,54,231,78,15,..C,..C,..C,21,15,..C,456,366,18,474
551013,39,24,138,33,6,..C,..C,..C,..C,..C,..C,252,189,9,264
551014,69,48,231,69,15,..C,..C,..C,9,..C,12,465,348,21,483
551021,54,54,237,60,15,..C,..C,..C,9,..C,6,444,336,15,459
551022,105,171,816,228,63,6,..C,21,36,24,12,1488,1212,27,1518
551023,24,42,234,72,18,..C,..C,..C,6,6,..C,408,339,..C,414
551024,42,108,543,138,30,9,..C,12,21,15,..C,924,774,42,966
551030,39,36,132,36,9,..C,..C,..C,..C,..C,..C,267,192,12,282
551111,237,135,624,183,33,..C,..C,24,6,30,9,1278,906,66,1344
551112,333,147,705,192,27,..C,..C,51,9,30,12,1512,1035,63,1575
551120,15,27,129,27,..C,..C,..C,..C,..C,21,..C,225,186,9,234
551301,45,174,786,108,102,..C,..C,15,15,63,9,1323,1101,72,1395
551302,39,138,663,105,63,..C,..C,12,12,48,9,1089,909,78,1164
551400,72,189,774,147,69,15,..C,18,60,66,15,1422,1164,63,1485
551501,45,108,558,96,48,..C,..C,9,45,78,9,999,846,48,1047
551502,42,114,534,102,42,..C,..C,12,18,30,6,900,747,39,936
551503,36,96,444,81,45,18,..C,15,15,33,9,792,660,45,840
551600,51,93,432,117,33,..C,..C,6,18,21,9,783,642,12,795
551700,54,183,768,153,69,12,..C,21,63,135,15,1476,1239,48,1521
551800,30,42,123,42,15,..C,..C,..C,6,105,..C,372,303,15,390
551900,54,93,438,90,39,..C,..C,18,42,162,..C,951,804,36,987
552001,21,51,189,39,15,..C,..C,..C,12,54,9,396,321,18,414
552002,54,87,288,69,21,..C,..C,..C,18,153,12,705,567,33,738
552100,114,210,876,228,75,6,..C,24,114,129,15,1791,1470,66,1857
552200,57,93,447,93,39,6,..C,6,21,69,6,846,696,30,876
552300,69,153,711,138,48,9,..C,12,57,48,12,1251,1032,42,1293
552400,66,183,969,195,72,9,..C,18,48,57,18,1635,1386,54,1689
552500,120,285,1206,264,93,15,..C,33,87,114,15,2235,1830,66,2301
552701,54,42,141,51,12,..C,..C,..C,..C,6,..C,309,216,12,321
552702,429,156,612,171,42,..C,..C,51,..C,42,12,1524,939,75,1599
552800,51,192,849,198,78,..C,..C,15,24,84,9,1506,1257,54,1560
552900,12,18,60,15,..C,..C,..C,..C,..C,..C,..C,114,87,..C,114
553001,36,6,18,..C,..C,..C,..C,..C,..C,6,..C,72,30,12,84
553002,159,39,111,39,..C,..C,..C,30,..C,15,..C,396,201,27,426
553003,213,63,252,60,12,..C,..C,24,..C,21,6,654,375,36,690
553004,207,60,255,54,9,..C,..C,36,..C,18,12,654,387,42,693
553101,54,177,753,156,72,..C,..C,12,15,102,9,1347,1119,57,1401
553102,45,129,531,108,39,..C,..C,9,9,69,..C,945,774,30,975
553200,33,78,276,45,21,..C,..C,..C,21,57,..C,537,426,30,570
553301,21,..C,39,..C,..C,..C,..C,18,..C,9,..C,105,78,..C,108
553302,501,84,318,60,15,..C,..C,165,9,78,15,1248,666,90,1341
553400,9,18,63,15,..C,..C,..C,..C,..C,15,..C,126,99,..C,129
553500,345,75,267,51,15,..C,..C,87,..C,33,6,885,462,63,948
553601,42,81,405,51,33,..C,..C,15,15,111,..C,762,636,48,807
553700,252,45,162,21,6,..C,..C,84,..C,36,9,618,318,45,663
553800,15,42,189,33,15,..C,..C,..C,9,42,..C,345,288,15,360
553900,18,45,240,39,18,..C,..C,..C,9,21,..C,396,333,21,417
554010,60,210,924,168,81,..C,..C,27,69,147,18,1701,1431,81,1779
554020,57,198,813,174,96,..C,..C,24,60,147,9,1581,1329,78,1659
554111,48,48,186,36,9,..C,..C,15,9,9,..C,366,270,12,378
554113,69,45,201,57,12,..C,..C,12,..C,15,..C,417,303,21,438
554114,42,18,87,27,..C,..C,..C,9,..C,9,..C,198,138,9,207
554115,15,45,216,66,12,..C,..C,12,6,15,..C,387,324,15,402
554120,117,24,105,15,..C,..C,..C,24,..C,6,..C,303,159,9,312
554130,66,30,93,27,9,..C,..C,27,..C,15,..C,276,180,21,294
554300,..C,..C,15,..C,..C,..C,..C,..C,..C,..C,..C,24,21,..C,27
554400,195,45,132,36,18,..C,..C,63,..C,24,..C,516,279,24,540
554500,135,51,126,24,6,..C,..C,45,..C,12,6,408,222,33,438
554700,21,45,195,21,33,..C,..C,..C,..C,36,..C,351,288,30,381
554800,27,27,156,24,9,..C,..C,..C,6,39,..C,294,240,18,312
554900,138,57,252,84,21,..C,..C,39,..C,15,..C,621,420,48,669
555000,63,51,180,72,45,..C,..C,..C,12,54,..C,483,366,18,501
555100,15,42,174,57,42,..C,..C,..C,..C,33,..C,372,312,36,408
555200,42,60,306,93,12,..C,..C,..C,18,18,..C,558,456,12,573
555300,111,96,489,141,18,..C,..C,18,12,15,..C,912,699,27,939
555400,165,90,378,102,21,..C,..C,24,..C,12,..C,807,552,30,834
555700,24,87,396,72,33,6,..C,9,21,15,..C,663,552,39,702
555800,15,51,249,21,18,..C,..C,..C,9,30,..C,405,342,33,438
555900,9,39,168,24,18,..C,..C,6,12,12,..C,291,243,18,306
556000,..C,..C,30,6,..C,..C,..C,..C,..C,6,..C,51,48,15,69
556100,30,87,417,87,45,..C,..C,9,33,21,..C,738,618,33,771
556200,51,147,672,117,48,..C,..C,15,54,78,..C,1191,993,60,1251
556300,24,57,291,54,27,..C,..C,..C,27,33,..C,519,438,27,546
556400,24,36,225,18,36,..C,..C,6,24,24,..C,405,345,30,432
556500,18,99,333,63,24,..C,..C,18,24,12,..C,603,483,18,618
556600,30,111,483,108,30,..C,..C,15,21,24,..C,822,684,18,840
556700,48,45,219,54,21,..C,..C,..C,27,48,..C,468,375,21,492
556800,45,84,372,63,45,..C,..C,12,24,99,6,753,624,69,822
556900,24,51,177,33,21,..C,..C,..C,12,84,..C,411,336,30,441
557000,6,18,57,6,6,..C,..C,..C,..C,18,..C,120,93,..C,120
557100,18,12,48,9,..C,..C,..C,..C,..C,27,..C,123,93,6,132
557200,54,102,540,117,27,..C,..C,9,18,36,9,918,762,18,939
557300,15,78,333,57,36,..C,..C,6,21,21,..C,576,483,36,612
557400,30,102,468,75,24,6,..C,12,27,18,..C,765,636,33,798
557500,30,90,432,72,39,..C,..C,12,15,36,6,735,615,24,762
557600,24,69,330,66,21,..C,..C,6,30,12,..C,570,474,33,603
557700,36,99,462,81,27,..C,..C,18,33,45,..C,810,669,15,825
557800,24,30,204,63,6,..C,..C,..C,12,15,..C,357,303,6,363
557900,39,78,372,99,30,..C,..C,12,24,36,..C,696,579,9,708
558100,12,18,69,15,6,..C,..C,..C,..C,..C,..C,132,105,..C,138
558200,36,30,132,39,..C,..C,..C,..C,6,..C,..C,258,192,..C,264
558300,210,93,513,120,39,..C,..C,39,..C,42,9,1068,768,90,1158
558500,18,27,177,33,15,..C,..C,..C,39,147,9,468,426,18,489
558600,9,6,30,9,9,..C,..C,..C,..C,6,..C,69,54,..C,72
558700,15,18,78,24,6,..C,..C,..C,..C,21,..C,168,132,6,174
558800,..C,..C,63,9,9,..C,..C,..C,..C,9,..C,102,96,6,108
558900,45,69,393,54,36,..C,..C,6,30,60,..C,696,582,21,717
559000,6,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,15,9,..C,21
559210,114,33,114,39,9,..C,..C,36,..C,9,6,363,213,30,393
559220,375,87,408,114,24,..C,..C,84,..C,30,9,1134,669,66,1200
559230,351,129,621,159,27,..C,..C,51,9,48,6,1398,918,69,1467
559240,..C,6,33,..C,..C,..C,..C,..C,..C,..C,..C,51,42,..C,54
559400,36,93,327,108,75,..C,..C,..C,..C,78,..C,723,597,27,750
559500,99,210,972,162,93,..C,..C,21,33,174,9,1782,1470,81,1866
559700,264,90,264,54,12,..C,..C,51,..C,15,..C,759,408,33,792
560000,165,66,279,63,12,..C,..C,24,..C,12,..C,627,399,21,648
560200,69,120,828,183,48,..C,..C,15,18,27,..C,1317,1128,27,1341
560301,42,42,255,72,15,..C,..C,12,9,15,..C,468,387,15,483
560302,60,57,264,87,12,..C,..C,9,9,9,..C,513,399,12,522
560411,18,9,48,21,..C,..C,..C,..C,..C,..C,..C,108,81,..C,111
560412,36,45,246,90,18,..C,..C,..C,6,12,..C,462,381,15,474
560421,33,42,171,39,12,..C,..C,..C,..C,..C,..C,306,231,6,315
560422,273,162,660,198,30,..C,..C,33,9,27,9,1407,972,36,1440
560710,63,219,1002,177,75,12,..C,21,21,78,9,1683,1398,66,1746
560720,84,195,912,222,75,12,..C,15,21,87,9,1635,1356,54,1689
560730,54,129,594,141,51,12,..C,..C,30,69,..C,1089,903,45,1131
560740,57,141,717,192,63,12,..C,9,24,60,6,1278,1083,30,1308
560900,12,27,171,24,6,..C,..C,..C,..C,9,..C,258,216,6,261
561000,12,27,162,30,6,..C,..C,..C,..C,12,..C,264,222,..C,270
561100,..C,12,45,9,..C,..C,..C,..C,..C,..C,..C,72,60,9,81
561200,15,27,96,24,6,..C,..C,..C,..C,..C,..C,177,132,6,183
561300,51,81,345,90,21,..C,..C,..C,6,9,..C,615,483,36,648
561410,21,15,69,36,6,..C,..C,..C,..C,..C,..C,156,123,..C,162
561421,..C,6,33,6,..C,..C,..C,..C,42,48,6,156,144,..C,153
561422,420,165,756,204,30,..C,..C,81,9,48,15,1734,1149,72,1803
561500,102,42,189,39,9,..C,..C,33,..C,12,..C,429,288,24,450
561700,45,126,462,81,51,..C,..C,..C,9,57,9,849,678,60,909
561811,69,48,255,81,9,..C,..C,12,..C,9,..C,492,375,9,498
561812,33,27,162,27,12,..C,..C,..C,..C,27,..C,300,240,6,309
561813,15,24,39,12,9,..C,..C,..C,..C,27,..C,138,96,9,147
561820,15,36,225,18,33,..C,..C,6,69,228,18,648,597,60,708
561901,207,96,510,138,18,..C,..C,24,6,39,12,1053,750,36,1089
561902,123,105,534,108,39,..C,..C,27,36,27,..C,1002,777,15,1020
562100,114,276,1416,321,120,33,..C,33,102,96,24,2532,2142,54,2586
562200,120,360,1977,486,132,39,6,33,99,99,21,3369,2886,90,3459
562310,75,264,1227,213,99,39,..C,30,153,225,30,2358,2019,90,2448
562320,39,93,516,108,36,15,..C,15,33,33,9,894,762,27,921
562401,54,135,579,123,48,18,..C,15,51,198,12,1227,1044,30,1257
562402,57,144,561,90,39,21,..C,9,87,216,12,1239,1035,48,1284
562500,108,252,1161,189,99,33,9,27,114,207,24,2220,1860,105,2325
562600,66,150,714,156,48,12,..C,12,75,63,12,1314,1098,33,1347
562710,30,105,564,84,69,21,..C,21,45,54,..C,996,864,66,1062
562720,60,171,957,186,69,30,..C,30,66,36,9,1620,1389,66,1689
562800,48,156,414,66,42,42,..C,9,51,279,6,1113,909,66,1179
562910,48,132,729,105,57,30,..C,21,69,69,12,1275,1098,45,1320
562921,45,84,420,105,21,9,..C,15,24,15,..C,741,612,21,759
562922,84,168,861,183,63,33,..C,21,99,48,18,1584,1332,27,1614
563000,90,264,966,138,72,84,..C,15,180,234,18,2061,1707,75,2133
563101,126,240,909,210,66,45,..C,21,114,252,18,2007,1641,51,2055
563102,75,69,393,96,27,15,..C,..C,39,27,..C,747,603,18,765
563200,144,303,1251,234,75,57,..C,18,171,114,15,2388,1941,72,2457
563300,105,138,912,213,48,21,..C,18,69,57,6,1599,1356,42,1641
563500,21,54,234,42,18,..C,..C,9,6,18,..C,408,330,27,432
563600,18,36,123,30,6,..C,6,..C,..C,..C,..C,225,171,12,237
563701,120,177,582,186,51,18,129,15,30,24,15,1344,1047,45,1389
563703,105,123,345,114,39,..C,111,..C,6,39,6,894,666,21,915
563704,39,18,78,27,..C,..C,15,..C,..C,..C,..C,189,129,..C,189
563705,90,81,288,75,24,9,51,..C,12,21,6,663,492,21,684
563706,114,171,444,156,42,6,141,..C,15,54,9,1158,873,42,1200
563801,12,33,156,36,12,..C,..C,..C,..C,..C,..C,261,213,..C,267
